dataset,reference_locus,gene,annotation,strand,translation_start,n_motif_occurrences,minimum_mismatches,has_exact_motif,has_one_mismatch_motif,has_leq1_mismatch_motif,closest_motif_start_rel_CDS
background,MIDG2331_RS01375,dnaX,DNA polymerase III subunit gamma/tau,-,298372,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01380,apt,adenine phosphoribosyltransferase,-,298960,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01385,,helix-turn-helix transcriptional regulator,+,299161,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01390,,RidA family protein,+,299793,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01395,,threonine synthase,+,300166,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01400,,YbaK/prolyl-tRNA synthetase associated domain-containing protein,+,301275,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01405,,metal ABC transporter ATP-binding protein,-,302632,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01410,,metal ABC transporter substrate-binding protein,-,303530,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01415,,TusE/DsrC/DsvC family sulfur relay protein,-,303932,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01420,,Bax inhibitor-1 family protein,-,304649,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01425,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,+,304831,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01430,,TonB-dependent receptor domain-containing protein,+,305502,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01435,uvrC,excinuclease ABC subunit UvrC,+,307625,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01440,,TatD family hydrolase,+,309526,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01445,rep,DNA helicase Rep,-,312433,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01450,potA,spermidine/putrescine ABC transporter ATP-binding protein PotA,+,312767,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01455,potB,spermidine/putrescine ABC transporter permease PotB,+,313869,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01460,potC,spermidine/putrescine ABC transporter permease PotC,+,314735,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01465,ruvA,Holliday junction branch migration protein RuvA,+,315639,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01470,ruvB,Holliday junction branch migration DNA helicase RuvB,+,316263,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01475,ubiG,bifunctional 2-polyprenyl-6-hydroxyphenol methylase/3-demethylubiquinol 3-O-methyltransferase UbiG,-,318028,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01480,gyrA,DNA topoisomerase (ATP-hydrolyzing) subunit A,+,318208,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01490,,virulence RhuM family protein,+,322541,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01495,,Abi family protein,+,323884,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01500,,restriction endonuclease subunit S,+,324963,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01505,,AAA family ATPase,+,326187,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01510,,type I restriction endonuclease subunit R,+,327676,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01515,,ABC transporter ATP-binding protein,+,330823,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01520,tcdA,tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA,+,332766,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01525,,DUF5339 domain-containing protein,-,333941,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01530,,cytochrome ubiquinol oxidase subunit I,+,334398,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01535,cydB,cytochrome d ubiquinol oxidase subunit II,+,335962,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01540,ybgE,cyd operon protein YbgE,+,337221,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01545,ybgC,tol-pal system-associated acyl-CoA thioesterase,+,337666,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01550,tolQ,protein TolQ,+,338090,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01555,tolR,colicin uptake protein TolR,+,338849,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01560,tolA,cell envelope integrity protein TolA,+,339305,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01565,tolB,Tol-Pal system beta propeller repeat protein TolB,+,340714,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01570,pal,peptidoglycan-associated lipoprotein Pal,+,342021,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01575,,DMT family transporter,+,342575,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01580,djlA,co-chaperone DjlA,+,343542,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01585,dusC,tRNA dihydrouridine(16) synthase DusC,+,344487,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01590,,YcjF family protein,+,345501,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01595,,ABC transporter ATP-binding protein,-,348651,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01600,,hypothetical protein,+,348812,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01605,moeA,molybdopterin molybdotransferase MoeA,+,349242,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01610,moeB,molybdopterin-synthase adenylyltransferase MoeB,+,350493,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01620,rlmD,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD,-,352964,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01625,,anti-phage deoxyguanosine triphosphatase,+,353022,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01630,rapA,RNA polymerase-associated protein RapA,+,354519,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01635,rluA,bifunctional tRNA pseudouridine(32) synthase/23S rRNA pseudouridine(746) synthase RluA,+,357544,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01640,ampD,"1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD",-,358956,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01645,,23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ,+,359077,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01650,pyrE,orotate phosphoribosyltransferase,+,360005,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01655,,5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase,+,360785,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01665,dsbB,disulfide bond formation protein DsbB,-,363756,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01670,nhaB,sodium/proton antiporter NhaB,-,365393,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01675,fadR,fatty acid metabolism transcriptional regulator FadR,+,365558,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01680,,PhoH family protein,+,366295,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01685,,AEC family transporter,-,368450,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01690,prfB,peptide chain release factor 2,-,369549,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01695,selD,"selenide, water dikinase SelD",+,369690,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01700,,NUDIX hydrolase,+,370738,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01705,ubiH,2-octaprenyl-6-methoxyphenyl hydroxylase,+,371203,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01710,,hypothetical protein,-,372908,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01715,,hypothetical protein,-,373582,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01720,,hypothetical protein,-,374142,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01725,,FAD-dependent monooxygenase,-,375464,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01730,rapZ,RNase adapter RapZ,-,376412,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01735,,PTS sugar transporter subunit IIA,-,376943,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01740,lptB,LPS export ABC transporter ATP-binding protein,-,377718,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01745,lptA,lipopolysaccharide transport periplasmic protein LptA,-,378231,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01750,lptC,LPS export ABC transporter periplasmic protein LptC,-,378852,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01755,ppc,phosphoenolpyruvate carboxylase,-,381651,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01760,,TPM domain-containing protein,-,382694,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01765,,TPM domain-containing protein,-,383140,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01770,,LemA family protein,-,383791,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01775,,fructose-specific PTS transporter subunit EIIC,-,385605,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01780,fruK,1-phosphofructokinase,-,386634,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01785,fruB,fused PTS fructose transporter subunit IIA/HPr protein,-,388157,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01790,glgB,"1,4-alpha-glucan branching protein GlgB",+,388418,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01795,glgX,glycogen debranching protein GlgX,+,390759,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01800,glgC,glucose-1-phosphate adenylyltransferase,+,392760,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01805,glgA,glycogen synthase GlgA,+,394179,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01810,,glycogen/starch/alpha-glucan phosphorylase,+,395645,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01815,ndk,nucleoside-diphosphate kinase,-,398677,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01820,metG,methionine--tRNA ligase,-,400784,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01825,menC,o-succinylbenzoate synthase,+,400903,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01830,rsuA,16S rRNA pseudouridine(516) synthase RsuA,+,402227,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01835,,Bcr/CflA family multidrug efflux MFS transporter,+,402919,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01840,,hypothetical protein,-,404547,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01845,,TorD/DmsD family molecular chaperone,-,405187,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01850,nfo,deoxyribonuclease IV,+,405245,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01855,,NlpC/P60 family protein,+,406208,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01860,,LexA family protein,-,407308,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01865,grcA,autonomous glycyl radical cofactor GrcA,-,407920,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01870,ung,uracil-DNA glycosylase,+,408117,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01875,,VirK/YbjX family protein,-,409773,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01880,,S8 family serine peptidase,-,412666,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01885,hrpA,ATP-dependent RNA helicase HrpA,-,416790,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01890,,DUF441 domain-containing protein,-,417378,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01895,grpE,nucleotide exchange factor GrpE,-,418171,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01900,,extracellular solute-binding protein,+,418416,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01905,,MATE family efflux transporter,+,419642,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01910,recB,exodeoxyribonuclease V subunit beta,+,421049,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01915,lnt,apolipoprotein N-acyltransferase,-,426246,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01920,corC,CNNM family magnesium/cobalt transport protein CorC,-,427221,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01925,,curli polymerization inhibitor CsgI-related protein,+,427391,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01930,,MIP/aquaporin family protein,+,428229,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01935,glpK,glycerol kinase GlpK,+,429046,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01940,lon,endopeptidase La,-,433086,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01945,glpT,glycerol-3-phosphate transporter,-,434677,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01950,glpQ,glycerophosphodiester phosphodiesterase,-,435968,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01955,glpA,anaerobic glycerol-3-phosphate dehydrogenase subunit A,+,436220,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01965,glpC,anaerobic glycerol-3-phosphate dehydrogenase subunit GlpC,+,439178,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01970,ribD,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,+,440762,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01975,ribE,riboflavin synthase,+,441979,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01980,,"bifunctional 3,4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II",+,442687,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01985,ribH,"6,7-dimethyl-8-ribityllumazine synthase",+,444003,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01990,greB,transcription elongation factor GreB,-,445043,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS01995,,KpsF/GutQ family sugar-phosphate isomerase,-,445988,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02000,pepB,aminopeptidase PepB,-,447399,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02005,,"5'-nucleotidase, lipoprotein e(P4) family",-,448338,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02010,,bile acid:sodium symporter family protein,+,448511,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02015,,efflux RND transporter periplasmic adaptor subunit,-,450710,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02020,,Cof-type HAD-IIB family hydrolase,-,451622,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02025,leuA,2-isopropylmalate synthase,+,452219,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02030,rpoE,RNA polymerase sigma factor RpoE,+,454103,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02035,,sigma-E factor negative regulatory protein,+,454701,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02040,,SoxR reducing system RseC family protein,+,455549,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02045,fadD,long-chain-fatty-acid--CoA ligase FadD,+,455989,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02050,upp,uracil phosphoribosyltransferase,+,457747,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02055,rsmA,16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA,-,459349,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02060,,peptidylprolyl isomerase,-,460365,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02065,pyrR,bifunctional pyr operon transcriptional regulator/uracil phosphoribosyltransferase PyrR,-,460985,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02070,hldE,bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE,-,462431,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02075,der,ribosome biogenesis GTPase Der,-,464065,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02080,hemA,glutamyl-tRNA reductase,-,465533,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02085,relA,GTP diphosphokinase,+,465811,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02090,ispC,1-deoxy-D-xylulose-5-phosphate reductoisomerase,+,468092,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02095,,"IS256 family transposase, variant Zn-binding type",-,470290,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02100,lpxA,acyl-ACP--UDP-N-acetylglucosamine O-acyltransferase,-,471234,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02105,fabZ,3-hydroxyacyl-ACP dehydratase FabZ,-,471726,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02110,lpxD,UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase,-,472820,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02115,,OmpH/Skp family outer membrane protein,-,473626,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02120,bamA,outer membrane protein assembly factor BamA,-,476123,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02125,rseP,RIP metalloprotease RseP,-,477498,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02130,,phosphatidate cytidylyltransferase,-,478374,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02135,,isoprenyl transferase,-,479112,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02140,gloB,hydroxyacylglutathione hydrolase,-,479992,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02145,nagK,N-acetylglucosamine kinase,-,480968,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02150,,phosphatase PAP2 family protein,-,481675,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02155,yhbY,ribosome assembly RNA-binding protein YhbY,-,482084,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02160,,glycosyltransferase family 2 protein,+,482206,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02165,,D-alanyl-D-alanine carboxypeptidase family protein,-,483848,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02170,,glycosyltransferase family 9 protein,-,484968,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02175,argG,argininosuccinate synthase,+,485212,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02180,rnhA,ribonuclease HI,+,486665,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02185,,CvpA family protein,+,487283,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02190,purF,amidophosphoribosyltransferase,+,487800,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02195,,DUF5358 family protein,-,489844,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02200,gdhA,NADP-specific glutamate dehydrogenase,-,491280,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02205,bamE,outer membrane protein assembly factor BamE,-,491928,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02210,yejK,nucleoid-associated protein YejK,-,493000,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02215,,RidA family protein,+,493093,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02220,pgeF,peptidoglycan editing factor PgeF,+,493510,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02230,,YceK/YidQ family lipoprotein,-,494697,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02240,msrB,peptide-methionine (R)-S-oxide reductase MsrB,-,496413,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02250,,rod shape-determining protein,+,497836,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02255,mreC,rod shape-determining protein MreC,+,499005,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02260,mreD,rod shape-determining protein MreD,+,500054,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02265,,replication-associated recombination protein A,+,500555,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02270,znuB,zinc ABC transporter permease subunit ZnuB,+,501976,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02275,,class II glutamine amidotransferase,+,502940,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02280,metX,homoserine O-acetyltransferase MetX,-,504893,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02285,,SanA/YdcF family protein,+,505185,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02290,,YadA-like family protein,+,506121,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02295,,LutC/YkgG family protein,-,517637,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02305,,(Fe-S)-binding protein,-,519907,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02310,,L-lactate permease,-,521672,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02315,,H-NS family histone-like protein,-,522545,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02320,,Na+/H+ antiporter NhaC family protein,+,523102,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02325,,substrate-binding domain-containing protein,+,524825,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02330,sucD,succinate--CoA ligase subunit alpha,-,526803,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02340,,VirK/YbjX family protein,-,528982,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02345,odhB,2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase,-,530354,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02350,sucA,2-oxoglutarate dehydrogenase E1 component,-,533284,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02355,znuC,zinc ABC transporter ATP-binding protein ZnuC,-,534327,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02360,mepM,murein DD-endopeptidase MepM,+,534531,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02365,dsbC,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,+,536040,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02370,recJ,single-stranded-DNA-specific exonuclease RecJ,+,536827,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02375,,OmpA family protein,+,538676,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02380,,pyridoxal phosphatase,+,539609,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02385,narQ,nitrate/nitrite two-component system sensor histidine kinase NarQ,+,540427,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02390,,GNAT family N-acetyltransferase,+,542165,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02395,rdgB,RdgB/HAM1 family non-canonical purine NTP pyrophosphatase,+,542724,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02400,,YbjQ family protein,+,543348,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02405,,formate--tetrahydrofolate ligase,-,545444,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02410,,YcgN family cysteine cluster protein,+,545554,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02415,,SDR family oxidoreductase,+,546090,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02420,trpB,tryptophan synthase subunit beta,+,547025,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02425,trpA,tryptophan synthase subunit alpha,+,548217,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02430,,hypothetical protein,-,549396,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02435,polA,DNA polymerase I,+,549870,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02440,lolA,outer membrane lipoprotein periplasmic chaperone LolA,+,552901,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02445,trpR,trp operon repressor,+,553617,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02450,mtgA,monofunctional biosynthetic peptidoglycan transglycosylase,+,553954,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02455,,carboxymuconolactone decarboxylase family protein,-,555120,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02460,,SLAC1 anion channel family protein,-,556151,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02465,,DUF5368 family protein,-,556502,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02470,,NAD(P)/FAD-dependent oxidoreductase,-,557856,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02475,,YgaP family membrane protein,-,558113,0,,FALSE,FALSE,FALSE,
background,MIDG2331_RS02480,,ArsR/SmtB family transcription factor,+,558268,0,,FALSE,FALSE,FALSE,
