operon_id,operonmapper_id,feature_type,COG,pos_left,pos_right,strand,function_text,operon_member_left,operon_member_right,operon_size,operon_position,operon_role,previous_orf,next_orf,operon_first_orf,operon_last_orf,operon_left,operon_right,operon_members_ordered
55,cds-WP_005595785.1,CDS,COG3027,132020,132340,-,[S] Uncharacterized protein conserved in bacteria ,132020,132340,1,1,single,,,cds-WP_005595785.1,cds-WP_005595785.1,132020,132340,cds-WP_005595785.1
56,cds-WP_005614326.1,CDS,COG3079,132418,132969,+,[S] Uncharacterized protein conserved in bacteria ,132418,132969,1,1,single,,,cds-WP_005614326.1,cds-WP_005614326.1,132418,132969,cds-WP_005614326.1
57,hemE,CDS,COG0407,133075,134139,+,[H] Uroporphyrinogen-III decarboxylase    ,133075,134139,1,1,single,,,hemE,hemE,133075,134139,hemE
58,cds-WP_005618713.1,CDS,COG3068,134263,134853,+,[S] Uncharacterized protein conserved in bacteria ,134263,134853,1,1,single,,,cds-WP_005618713.1,cds-WP_005618713.1,134263,134853,cds-WP_005618713.1
59,cds-WP_005595795.1,CDS,COG0776,134989,135261,+,[L] Bacterial nucleoid DNA-binding protein  ,134989,135261,1,1,single,,,cds-WP_005595795.1,cds-WP_005595795.1,134989,135261,cds-WP_005595795.1
60,cds-WP_005606830.1,CDS,COG0207,135314,136165,-,[F] Thymidylate synthase    ,135314,136165,1,1,single,,,cds-WP_005606830.1,cds-WP_005606830.1,135314,136165,cds-WP_005606830.1
61,cds-WP_005603308.1,CDS,ROG5394,136253,136837,+,NA,136253,136837,1,1,single,,,cds-WP_005603308.1,cds-WP_005603308.1,136253,136837,cds-WP_005603308.1
62,bioB,CDS,COG0502,136933,137943,+,[H] Biotin synthase and related enzymes ,136933,137943,1,1,single,,,bioB,bioB,136933,137943,bioB
63,cspE,CDS,COG1278,138007,138216,-,[K] Cold shock proteins   ,138007,138216,1,1,single,,,cspE,cspE,138007,138216,cspE
64,proQ,CDS,COG3109,138579,139127,+,[T] Activator of osmoprotectant transporter ProP ,138579,139127,2,1,first,,prc,proQ,prc,138579,141231,proQ;prc
64,prc,CDS,COG0793,139219,141231,+,[M] Periplasmic protease    ,139219,141231,2,2,last,proQ,,proQ,prc,138579,141231,proQ;prc
65,cds-WP_005614331.1,CDS,COG2989,141328,142893,+,[S] Uncharacterized protein conserved in bacteria ,141328,142893,3,1,first,,cds-WP_005595812.1,cds-WP_005614331.1,cds-WP_005595814.1,141328,144266,cds-WP_005614331.1;cds-WP_005595812.1;cds-WP_005595814.1
65,cds-WP_005595812.1,CDS,COG3108,143065,143619,+,[S] Uncharacterized protein conserved in bacteria ,143065,143619,3,2,internal,cds-WP_005614331.1,cds-WP_005595814.1,cds-WP_005614331.1,cds-WP_005595814.1,141328,144266,cds-WP_005614331.1;cds-WP_005595812.1;cds-WP_005595814.1
65,cds-WP_005595814.1,CDS,COG0491,143637,144266,+,"[R] Zn-dependent hydrolases, including glyoxylases  ",143637,144266,3,3,last,cds-WP_005595812.1,,cds-WP_005614331.1,cds-WP_005595814.1,141328,144266,cds-WP_005614331.1;cds-WP_005595812.1;cds-WP_005595814.1
66,hinT,CDS,COG0537,145391,145756,-,[FGR] Diadenosine tetraphosphate (Ap4A) hydrolase and other,145391,145756,3,1,first,,cds-WP_005595819.1,hinT,cds-WP_039708915.1,144269,145756,hinT;cds-WP_005595819.1;cds-WP_039708915.1
66,cds-WP_005595819.1,CDS,COG5633,145015,145389,-,[R] Predicted periplasmic lipoprotein   ,145015,145389,3,2,internal,hinT,cds-WP_039708915.1,hinT,cds-WP_039708915.1,144269,145756,hinT;cds-WP_005595819.1;cds-WP_039708915.1
66,cds-WP_039708915.1,CDS,COG0510,144269,145018,-,[M] Predicted choline kinase involved in LPS,144269,145018,3,3,last,cds-WP_005595819.1,,hinT,cds-WP_039708915.1,144269,145756,hinT;cds-WP_005595819.1;cds-WP_039708915.1
67,rsgA,CDS,COG1162,148122,149156,-,[R] Predicted GTPases    ,148122,149156,4,1,first,,rnhB,rsgA,cds-WP_005595823.1,145828,149156,rsgA;rnhB;cds-WP_005620059.1;cds-WP_005595823.1
67,rnhB,CDS,COG0164,147506,148099,-,[L] Ribonuclease HII    ,147506,148099,4,2,internal,rsgA,cds-WP_005620059.1,rsgA,cds-WP_005595823.1,145828,149156,rsgA;rnhB;cds-WP_005620059.1;cds-WP_005595823.1
67,cds-WP_005620059.1,CDS,COG1108,146651,147505,-,"[P] ABC-type Mn2+/Zn2+ transport systems, permease components",146651,147505,4,3,internal,rnhB,cds-WP_005595823.1,rsgA,cds-WP_005595823.1,145828,149156,rsgA;rnhB;cds-WP_005620059.1;cds-WP_005595823.1
67,cds-WP_005595823.1,CDS,COG1108,145828,146658,-,"[P] ABC-type Mn2+/Zn2+ transport systems, permease components",145828,146658,4,4,last,cds-WP_005620059.1,,rsgA,cds-WP_005595823.1,145828,149156,rsgA;rnhB;cds-WP_005620059.1;cds-WP_005595823.1
68,cds-WP_005606844.1,CDS,COG0583,149666,150556,+,[K] Transcriptional regulator    ,149666,150556,4,1,first,,yjjG,cds-WP_005606844.1,cds-WP_005600150.1,149666,152864,cds-WP_005606844.1;yjjG;cysB;cds-WP_005600150.1
68,yjjG,CDS,COG1011,150556,151236,+,[R] Predicted hydrolase (HAD superfamily)  ,150556,151236,4,2,internal,cds-WP_005606844.1,cysB,cds-WP_005606844.1,cds-WP_005600150.1,149666,152864,cds-WP_005606844.1;yjjG;cysB;cds-WP_005600150.1
68,cysB,CDS,COG0583,151236,152219,+,[K] Transcriptional regulator    ,151236,152219,4,3,internal,yjjG,cds-WP_005600150.1,cds-WP_005606844.1,cds-WP_005600150.1,149666,152864,cds-WP_005606844.1;yjjG;cysB;cds-WP_005600150.1
68,cds-WP_005600150.1,CDS,NA,152220,152864,+,NA,152220,152864,4,4,last,cysB,,cds-WP_005606844.1,cds-WP_005600150.1,149666,152864,cds-WP_005606844.1;yjjG;cysB;cds-WP_005600150.1
69,ansB,CDS,COG0252,152943,153992,-,[EJ] L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D ,152943,153992,1,1,single,,,ansB,ansB,152943,153992,ansB
70,pyrG,CDS,COG0504,154297,155934,+,[F] CTP synthase (UTP-ammonia lyase)  ,154297,155934,1,1,single,,,pyrG,pyrG,154297,155934,pyrG
71,cds-WP_039708918.1,CDS,COG5413,156034,156540,+,[S] Uncharacterized integral membrane protein  ,156034,156540,1,1,single,,,cds-WP_039708918.1,cds-WP_039708918.1,156034,156540,cds-WP_039708918.1
72,leuC,CDS,COG0065,157199,158608,-,[E] 3-isopropylmalate dehydratase large subunit  ,157199,158608,2,1,first,,leuD,leuC,leuD,156586,158608,leuC;leuD
72,leuD,CDS,COG0066,156586,157188,-,[E] 3-isopropylmalate dehydratase small subunit  ,156586,157188,2,2,last,leuC,,leuC,leuD,156586,158608,leuC;leuD
73,cds-WP_039708919.1,CDS,COG3835,158951,160066,+,[KT] Sugar diacid utilization regulator  ,158951,160066,4,1,first,,cds-WP_039708920.1,cds-WP_039708919.1,cds-WP_009875068.1,158951,162891,cds-WP_039708919.1;cds-WP_039708920.1;cds-WP_009875069.1;cds-WP_009875068.1
73,cds-WP_039708920.1,CDS,COG2610,160194,161456,+,[GE] H+/gluconate symporter and related permeases ,160194,161456,4,2,internal,cds-WP_039708919.1,cds-WP_009875069.1,cds-WP_039708919.1,cds-WP_009875068.1,158951,162891,cds-WP_039708919.1;cds-WP_039708920.1;cds-WP_009875069.1;cds-WP_009875068.1
73,cds-WP_009875069.1,CDS,COG1929,161467,162600,+,[G] Glycerate kinase    ,161467,162600,4,3,internal,cds-WP_039708920.1,cds-WP_009875068.1,cds-WP_039708919.1,cds-WP_009875068.1,158951,162891,cds-WP_039708919.1;cds-WP_039708920.1;cds-WP_009875069.1;cds-WP_009875068.1
73,cds-WP_009875068.1,CDS,COG1254,162619,162891,+,[C] Acylphosphatases     ,162619,162891,4,4,last,cds-WP_009875069.1,,cds-WP_039708919.1,cds-WP_009875068.1,158951,162891,cds-WP_039708919.1;cds-WP_039708920.1;cds-WP_009875069.1;cds-WP_009875068.1
74,ppnN,CDS,COG1611,164525,165904,-,[R] Predicted Rossmann fold nucleotide-binding protein ,164525,165904,2,1,first,,cds-WP_005611255.1,ppnN,cds-WP_005611255.1,162962,165904,ppnN;cds-WP_005611255.1
74,cds-WP_005611255.1,CDS,COG3593,162962,164521,-,[L] Predicted ATP-dependent endonuclease of the OLD,162962,164521,2,2,last,ppnN,,ppnN,cds-WP_005611255.1,162962,165904,ppnN;cds-WP_005611255.1
75,dusA,CDS,COG0042,165964,166941,-,[J] tRNA-dihydrouridine synthase    ,165964,166941,1,1,single,,,dusA,dusA,165964,166941,dusA
76,cds-WP_005600172.1,CDS,COG0208,167294,168271,+,"[F] Ribonucleotide reductase, beta subunit  ",167294,168271,2,1,first,,cds-WP_005595861.1,cds-WP_005600172.1,cds-WP_005595861.1,167294,169922,cds-WP_005600172.1;cds-WP_005595861.1
76,cds-WP_005595861.1,CDS,COG0209,168258,169922,+,"[F] Ribonucleotide reductase, alpha subunit  ",168258,169922,2,2,last,cds-WP_005600172.1,,cds-WP_005600172.1,cds-WP_005595861.1,167294,169922,cds-WP_005600172.1;cds-WP_005595861.1
77,nfuA,CDS,COG0694,170057,170656,-,[O] Thioredoxin-like proteins and domains  ,170057,170656,1,1,single,,,nfuA,nfuA,170057,170656,nfuA
78,cds-WP_005611261.1,CDS,COG1726,171111,172460,+,"[C] Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrA ",171111,172460,8,1,first,,cds-WP_005600179.1,cds-WP_005611261.1,nqrM,171111,178430,cds-WP_005611261.1;cds-WP_005600179.1;cds-WP_039708922.1;cds-WP_005595868.1;nqrE;nqrF;cds-WP_005600183.1;nqrM
78,cds-WP_005600179.1,CDS,COG1805,172465,173697,+,"[C] Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrB ",172465,173697,8,2,internal,cds-WP_005611261.1,cds-WP_039708922.1,cds-WP_005611261.1,nqrM,171111,178430,cds-WP_005611261.1;cds-WP_005600179.1;cds-WP_039708922.1;cds-WP_005595868.1;nqrE;nqrF;cds-WP_005600183.1;nqrM
78,cds-WP_039708922.1,CDS,COG2869,173700,174473,+,"[C] Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrC ",173700,174473,8,3,internal,cds-WP_005600179.1,cds-WP_005595868.1,cds-WP_005611261.1,nqrM,171111,178430,cds-WP_005611261.1;cds-WP_005600179.1;cds-WP_039708922.1;cds-WP_005595868.1;nqrE;nqrF;cds-WP_005600183.1;nqrM
78,cds-WP_005595868.1,CDS,COG1347,174473,175096,+,"[C] Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrD ",174473,175096,8,4,internal,cds-WP_039708922.1,nqrE,cds-WP_005611261.1,nqrM,171111,178430,cds-WP_005611261.1;cds-WP_005600179.1;cds-WP_039708922.1;cds-WP_005595868.1;nqrE;nqrF;cds-WP_005600183.1;nqrM
78,nqrE,CDS,COG2209,175098,175694,+,"[C] Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrE ",175098,175694,8,5,internal,cds-WP_005595868.1,nqrF,cds-WP_005611261.1,nqrM,171111,178430,cds-WP_005611261.1;cds-WP_005600179.1;cds-WP_039708922.1;cds-WP_005595868.1;nqrE;nqrF;cds-WP_005600183.1;nqrM
78,nqrF,CDS,COG2871,175705,176934,+,"[C] Na+-transporting NADH:ubiquinone oxidoreductase, subunit NqrF ",175705,176934,8,6,internal,nqrE,cds-WP_005600183.1,cds-WP_005611261.1,nqrM,171111,178430,cds-WP_005611261.1;cds-WP_005600179.1;cds-WP_039708922.1;cds-WP_005595868.1;nqrE;nqrF;cds-WP_005600183.1;nqrM
78,cds-WP_005600183.1,CDS,COG1477,177141,178172,+,[H] Membrane-associated lipoprotein involved in thiamine biosynthesis,177141,178172,8,7,internal,nqrF,nqrM,cds-WP_005611261.1,nqrM,171111,178430,cds-WP_005611261.1;cds-WP_005600179.1;cds-WP_039708922.1;cds-WP_005595868.1;nqrE;nqrF;cds-WP_005600183.1;nqrM
78,nqrM,CDS,COG2991,178185,178430,+,[S] Uncharacterized protein conserved in bacteria ,178185,178430,8,8,last,cds-WP_005600183.1,,cds-WP_005611261.1,nqrM,171111,178430,cds-WP_005611261.1;cds-WP_005600179.1;cds-WP_039708922.1;cds-WP_005595868.1;nqrE;nqrF;cds-WP_005600183.1;nqrM
79,mnmA,CDS,COG0482,178661,179830,+,"[J] Predicted tRNA(5-methylaminomethyl-2-thiouridylate) methyltransferase, contains the PP-loop",178661,179830,1,1,single,,,mnmA,mnmA,178661,179830,mnmA
80,proC,CDS,COG0345,181054,181872,-,[E] Pyrroline-5-carboxylate reductase    ,181054,181872,2,1,first,,cds-WP_039708924.1,proC,cds-WP_039708924.1,179903,181872,proC;cds-WP_039708924.1
80,cds-WP_039708924.1,CDS,NA,179903,181057,-,NA,179903,181057,2,2,last,proC,,proC,cds-WP_039708924.1,179903,181872,proC;cds-WP_039708924.1
81,rdgC,CDS,COG2974,182046,182954,+,[L] DNA recombination-dependent growth factor C ,182046,182954,2,1,first,,cds-WP_005600193.1,rdgC,cds-WP_005600193.1,182046,183569,rdgC;cds-WP_005600193.1
81,cds-WP_005600193.1,CDS,COG0637,182964,183569,+,[R] Predicted phosphatase/phosphohexomutase    ,182964,183569,2,2,last,rdgC,,rdgC,cds-WP_005600193.1,182046,183569,rdgC;cds-WP_005600193.1
82,nrdG,CDS,COG0602,185612,186079,-,[O] Organic radical activating enzymes  ,185612,186079,2,1,first,,nrdD,nrdG,nrdD,183826,186079,nrdG;nrdD
82,nrdD,CDS,COG1328,183826,185607,-,[F] Oxygen-sensitive ribonucleoside-triphosphate reductase   ,183826,185607,2,2,last,nrdG,,nrdG,nrdD,183826,186079,nrdG;nrdD
83,rsxA,CDS,COG4657,186461,187042,+,"[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfA ",186461,187042,8,1,first,,rsxB,rsxA,lpxM,186461,193956,rsxA;rsxB;rsxC;cds-WP_005611285.1;rsxD;rsxG;cds-WP_039708929.1;lpxM
83,rsxB,CDS,COG2878,187042,187653,+,"[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfB ",187042,187653,8,2,internal,rsxA,rsxC,rsxA,lpxM,186461,193956,rsxA;rsxB;rsxC;cds-WP_005611285.1;rsxD;rsxG;cds-WP_039708929.1;lpxM
83,rsxC,CDS,COG4656,187646,189958,+,"[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfC ",187646,189958,8,3,internal,rsxB,cds-WP_005611285.1,rsxA,lpxM,186461,193956,rsxA;rsxB;rsxC;cds-WP_005611285.1;rsxD;rsxG;cds-WP_039708929.1;lpxM
83,cds-WP_005611285.1,CDS,COG2860,189951,190595,+,[S] Predicted membrane protein   ,189951,190595,8,4,internal,rsxC,rsxD,rsxA,lpxM,186461,193956,rsxA;rsxB;rsxC;cds-WP_005611285.1;rsxD;rsxG;cds-WP_039708929.1;lpxM
83,rsxD,CDS,COG4658,190615,191661,+,"[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfD ",190615,191661,8,5,internal,cds-WP_005611285.1,rsxG,rsxA,lpxM,186461,193956,rsxA;rsxB;rsxC;cds-WP_005611285.1;rsxD;rsxG;cds-WP_039708929.1;lpxM
83,rsxG,CDS,COG4659,191661,192293,+,"[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfG ",191661,192293,8,6,internal,rsxD,cds-WP_039708929.1,rsxA,lpxM,186461,193956,rsxA;rsxB;rsxC;cds-WP_005611285.1;rsxD;rsxG;cds-WP_039708929.1;lpxM
83,cds-WP_039708929.1,CDS,COG4660,192305,192991,+,"[C] Predicted NADH:ubiquinone oxidoreductase, subunit RnfE ",192305,192991,8,7,internal,rsxG,lpxM,rsxA,lpxM,186461,193956,rsxA;rsxB;rsxC;cds-WP_005611285.1;rsxD;rsxG;cds-WP_039708929.1;lpxM
83,lpxM,CDS,COG1560,193000,193956,+,[M] Lauroyl/myristoyl acyltransferase    ,193000,193956,8,8,last,cds-WP_039708929.1,,rsxA,lpxM,186461,193956,rsxA;rsxB;rsxC;cds-WP_005611285.1;rsxD;rsxG;cds-WP_039708929.1;lpxM
84,cds-WP_005595914.1,CDS,COG1228,194016,195002,-,[Q] Imidazolonepropionase and related amidohydrolases  ,194016,195002,1,1,single,,,cds-WP_005595914.1,cds-WP_005595914.1,194016,195002,cds-WP_005595914.1
85,thiB,CDS,COG4143,195444,196409,+,"[H] ABC-type thiamine transport system, periplasmic component",195444,196409,1,1,single,,,thiB,thiB,195444,196409,thiB
86,dksA,CDS,COG1734,196616,197065,+,[T] DnaK suppressor protein   ,196616,197065,3,1,first,,pcnB,dksA,folK,196616,199280,dksA;pcnB;folK
86,pcnB,CDS,COG0617,197208,198740,+,[J] tRNA nucleotidyltransferase/poly(A) polymerase   ,197208,198740,3,2,internal,dksA,folK,dksA,folK,196616,199280,dksA;pcnB;folK
86,folK,CDS,COG0801,198810,199280,+,"[H] 7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase     ",198810,199280,3,3,last,pcnB,,dksA,folK,196616,199280,dksA;pcnB;folK
87,cds-WP_005603407.1,CDS,NA,202264,203088,-,NA,202264,203088,3,1,first,,cds-WP_039708930.1,cds-WP_005603407.1,cds-WP_005595920.1,199317,203088,cds-WP_005603407.1;cds-WP_039708930.1;cds-WP_005595920.1
87,cds-WP_039708930.1,CDS,ROG3879,199535,202264,-,NA,199535,202264,3,2,internal,cds-WP_005603407.1,cds-WP_005595920.1,cds-WP_005603407.1,cds-WP_005595920.1,199317,203088,cds-WP_005603407.1;cds-WP_039708930.1;cds-WP_005595920.1
87,cds-WP_005595920.1,CDS,ROG0130,199317,199538,-,NA,199317,199538,3,3,last,cds-WP_039708930.1,,cds-WP_005603407.1,cds-WP_005595920.1,199317,203088,cds-WP_005603407.1;cds-WP_039708930.1;cds-WP_005595920.1
88,gloA,CDS,COG0346,203186,203593,+,[E] Lactoylglutathione lyase and related lyases ,203186,203593,1,1,single,,,gloA,gloA,203186,203593,gloA
89,rnt,CDS,COG0847,203733,204389,+,"[L] DNA polymerase III, epsilon subunit and",203733,204389,1,1,single,,,rnt,rnt,203733,204389,rnt
90,cds-WP_005600233.1,CDS,NA,204480,205757,-,NA,204480,205757,1,1,single,,,cds-WP_005600233.1,cds-WP_005600233.1,204480,205757,cds-WP_005600233.1
91,cds-WP_039708932.1,CDS,COG0859,208670,209716,-,[M] ADP-heptose:LPS heptosyltransferase    ,208670,209716,3,1,first,,cds-WP_005600235.1,cds-WP_039708932.1,tyrA,206333,209716,cds-WP_039708932.1;cds-WP_005600235.1;tyrA
91,cds-WP_005600235.1,CDS,COG0722,207567,208628,-,[E] 3-deoxy-D-arabino-heptulosonate 7-phosphate (DAHP) synthase  ,207567,208628,3,2,internal,cds-WP_039708932.1,tyrA,cds-WP_039708932.1,tyrA,206333,209716,cds-WP_039708932.1;cds-WP_005600235.1;tyrA
91,tyrA,CDS,COG1605,206333,207454,-,[E] Chorismate mutase    ,206333,207454,3,3,last,cds-WP_005600235.1,,cds-WP_039708932.1,tyrA,206333,209716,cds-WP_039708932.1;cds-WP_005600235.1;tyrA
92,pyk,CDS,COG0469,209804,211243,-,[G] Pyruvate kinase    ,209804,211243,1,1,single,,,pyk,pyk,209804,211243,pyk
93,sixA,CDS,COG2062,211375,211866,+,[T] Phosphohistidine phosphatase SixA   ,211375,211866,1,1,single,,,sixA,sixA,211375,211866,sixA
94,dusB,CDS,COG0042,212089,213051,+,[J] tRNA-dihydrouridine synthase    ,212089,213051,2,1,first,,fis,dusB,fis,212089,213375,dusB;fis
94,fis,CDS,COG2901,213079,213375,+,"[KL] Factor for inversion stimulation Fis, transcriptional",213079,213375,2,2,last,dusB,,dusB,fis,212089,213375,dusB;fis
95,cds-WP_039708935.1,CDS,COG0733,213440,214798,-,[R] Na+-dependent transporters of the SNF family,213440,214798,1,1,single,,,cds-WP_039708935.1,cds-WP_039708935.1,213440,214798,cds-WP_039708935.1
96,cds-WP_005595965.1,CDS,COG5009,217646,220213,-,[M] Membrane carboxypeptidase/penicillin-binding protein   ,217646,220213,4,1,first,,aroK,cds-WP_005595965.1,cds-WP_005595957.1,214863,220213,cds-WP_005595965.1;aroK;aroB;cds-WP_005595957.1
96,aroK,CDS,COG0703,216863,217384,-,[E] Shikimate kinase    ,216863,217384,4,2,internal,cds-WP_005595965.1,aroB,cds-WP_005595965.1,cds-WP_005595957.1,214863,220213,cds-WP_005595965.1;aroK;aroB;cds-WP_005595957.1
96,aroB,CDS,COG0337,215689,216789,-,[E] 3-dehydroquinate synthetase    ,215689,216789,4,3,internal,aroK,cds-WP_005595957.1,cds-WP_005595965.1,cds-WP_005595957.1,214863,220213,cds-WP_005595965.1;aroK;aroB;cds-WP_005595957.1
96,cds-WP_005595957.1,CDS,COG0338,214863,215696,-,[L] Site-specific DNA methylase   ,214863,215696,4,4,last,aroB,,cds-WP_005595965.1,cds-WP_005595957.1,214863,220213,cds-WP_005595965.1;aroK;aroB;cds-WP_005595957.1
97,cds-WP_039708937.1,CDS,NA,220352,221032,+,NA,220352,221032,2,1,first,,cds-WP_005595970.1,cds-WP_039708937.1,cds-WP_005595970.1,220352,221535,cds-WP_039708937.1;cds-WP_005595970.1
97,cds-WP_005595970.1,CDS,ROG5406,221014,221535,+,NA,221014,221535,2,2,last,cds-WP_039708937.1,,cds-WP_039708937.1,cds-WP_005595970.1,220352,221535,cds-WP_039708937.1;cds-WP_005595970.1
98,cds-WP_005595972.1,CDS,NA,221634,222065,+,NA,221634,222065,3,1,first,,cds-WP_005595974.1,cds-WP_005595972.1,pilQ,221634,223772,cds-WP_005595972.1;cds-WP_005595974.1;pilQ
98,cds-WP_005595974.1,CDS,NA,222058,222462,+,NA,222058,222462,3,2,internal,cds-WP_005595972.1,pilQ,cds-WP_005595972.1,pilQ,221634,223772,cds-WP_005595972.1;cds-WP_005595974.1;pilQ
98,pilQ,CDS,COG4796,222474,223772,+,"[U] Type II secretory pathway, component HofQ",222474,223772,3,3,last,cds-WP_005595974.1,,cds-WP_005595972.1,pilQ,221634,223772,cds-WP_005595972.1;cds-WP_005595974.1;pilQ
99,nusB,CDS,COG0781,223898,224311,+,[K] Transcription termination factor   ,223898,224311,4,1,first,,thiL,nusB,cds-WP_039709529.1,223898,226466,nusB;thiL;cds-WP_005603437.1;cds-WP_039709529.1
99,thiL,CDS,COG0611,224376,225341,+,[H] Thiamine monophosphate kinase   ,224376,225341,4,2,internal,nusB,cds-WP_005603437.1,nusB,cds-WP_039709529.1,223898,226466,nusB;thiL;cds-WP_005603437.1;cds-WP_039709529.1
99,cds-WP_005603437.1,CDS,COG1267,225354,225827,+,[I] Phosphatidylglycerophosphatase A and related proteins ,225354,225827,4,3,internal,thiL,cds-WP_039709529.1,nusB,cds-WP_039709529.1,223898,226466,nusB;thiL;cds-WP_005603437.1;cds-WP_039709529.1
99,cds-WP_039709529.1,CDS,COG1280,225840,226466,+,[E] Putative threonine efflux protein  ,225840,226466,4,4,last,cds-WP_005603437.1,,nusB,cds-WP_039709529.1,223898,226466,nusB;thiL;cds-WP_005603437.1;cds-WP_039709529.1
100,cds-WP_058230448.1,CDS,COG0566,226514,227551,-,[J] rRNA methylases    ,226514,227551,1,1,single,,,cds-WP_058230448.1,cds-WP_058230448.1,226514,227551,cds-WP_058230448.1
101,suhB,CDS,COG0483,227717,228529,+,"[G] Archaeal fructose-1,6-bisphosphatase and related enzymes of",227717,228529,1,1,single,,,suhB,suhB,227717,228529,suhB
102,dxs,CDS,COG1154,228650,230503,+,[HI] Deoxyxylulose-5-phosphate synthase    ,228650,230503,1,1,single,,,dxs,dxs,228650,230503,dxs
103,cds-WP_144435017.1,CDS,COG2963,231429,231882,-,[L] Transposase and inactivated derivatives  ,231429,231882,2,1,first,,cds-WP_144435017.1_2,cds-WP_144435017.1,cds-WP_144435017.1_2,230549,231882,cds-WP_144435017.1;cds-WP_144435017.1_2
103,cds-WP_144435017.1_2,CDS,NA,230549,231429,-,NA,230549,231429,2,2,last,cds-WP_144435017.1,,cds-WP_144435017.1,cds-WP_144435017.1_2,230549,231882,cds-WP_144435017.1;cds-WP_144435017.1_2
104,glyA,CDS,COG0112,231971,233236,-,[E] Glycine/serine hydroxymethyltransferase    ,231971,233236,1,1,single,,,glyA,glyA,231971,233236,glyA
105,cds-WP_005596005.1,CDS,COG0061,233467,234354,-,[G] Predicted sugar kinase   ,233467,234354,1,1,single,,,cds-WP_005596005.1,cds-WP_005596005.1,233467,234354,cds-WP_005596005.1
106,cas1f,CDS,NA,237789,238745,-,NA,237789,238745,2,1,first,,cas3f,cas1f,cas3f,234445,238745,cas1f;cas3f
106,cas3f,CDS,COG1203,234445,237792,-,[R] Predicted helicases    ,234445,237792,2,2,last,cas1f,,cas1f,cas3f,234445,238745,cas1f;cas3f
107,csy1,CDS,ROG1732,242676,244025,-,NA,242676,244025,4,1,first,,csy2,csy1,cas6f,240151,244025,csy1;csy2;csy3;cas6f
107,csy2,CDS,ROG1613,241720,242679,-,NA,241720,242679,4,2,internal,csy1,csy3,csy1,cas6f,240151,244025,csy1;csy2;csy3;cas6f
107,csy3,CDS,ROG1300,240723,241718,-,NA,240723,241718,4,3,internal,csy2,cas6f,csy1,cas6f,240151,244025,csy1;csy2;csy3;cas6f
107,cas6f,CDS,ROG1570,240151,240720,-,NA,240151,240720,4,4,last,csy3,,csy1,cas6f,240151,244025,csy1;csy2;csy3;cas6f
108,thrS,CDS,COG0441,244475,246406,+,[J] Threonyl-tRNA synthetase    ,244475,246406,1,1,single,,,thrS,thrS,244475,246406,thrS
109,cds-WP_005596031.1,CDS,COG1462,246548,247222,+,[M] Uncharacterized protein involved in formation of,246548,247222,3,1,first,,cds-WP_011848337.1,cds-WP_005596031.1,cds-WP_005620909.1,246548,248250,cds-WP_005596031.1;cds-WP_011848337.1;cds-WP_005620909.1
109,cds-WP_011848337.1,CDS,COG4259,247232,247579,+,[S] Uncharacterized protein conserved in bacteria ,247232,247579,3,2,internal,cds-WP_005596031.1,cds-WP_005620909.1,cds-WP_005596031.1,cds-WP_005620909.1,246548,248250,cds-WP_005596031.1;cds-WP_011848337.1;cds-WP_005620909.1
109,cds-WP_005620909.1,CDS,COG4380,247591,248250,+,[S] Uncharacterized protein conserved in bacteria ,247591,248250,3,3,last,cds-WP_011848337.1,,cds-WP_005596031.1,cds-WP_005620909.1,246548,248250,cds-WP_005596031.1;cds-WP_011848337.1;cds-WP_005620909.1
110,infC,CDS,COG0290,248465,249007,+,[J] Translation initiation factor 3 (IF-3) ,248465,249007,5,1,first,,rpmI,infC,cds-WP_005596079.1,248465,250785,infC;rpmI;rplT;cds-WP_005600280.1;cds-WP_005596079.1
110,rpmI,CDS,COG0291,249256,249453,+,[J] Ribosomal protein L35   ,249256,249453,5,2,internal,infC,rplT,infC,cds-WP_005596079.1,248465,250785,infC;rpmI;rplT;cds-WP_005600280.1;cds-WP_005596079.1
